596,79702,3.5,1535709738
596,79798,4.0,1535830401
596,80463,3.0,1535708468
596,80549,3.5,1535827269
596,81564,4.0,1535711563
596,81834,4.0,1535827220
596,81845,3.5,1535708438
596,82459,3.0,1535827370
596,83349,3.5,1535712372
596,85414,3.5,1535827361
596,86332,3.5,1535709825
596,87232,3.5,1535708562
596,87304,3.5,1535832563
596,88125,3.5,1535709717
596,88140,4.0,1535709842
596,89745,3.5,1535709723
596,90746,3.5,1535826991
596,91529,3.5,1535708390
596,91542,3.5,1535827425
596,92938,2.0,1535711656
596,92954,3.5,1535828758
596,93510,3.5,1535827450
596,95167,4.0,1535627502
596,95510,3.0,1535709899
596,96079,3.0,1535709753
596,96281,4.0,1535827003
596,96588,3.5,1535709218
596,96737,4.0,1535709594
596,96821,4.0,1535627496
596,97752,3.0,1535827204
596,97913,4.0,1535826920
596,98124,3.5,1535827481
596,98243,4.0,1535827280
596,98809,3.5,1535708581
596,99149,3.5,1535828165
596,102125,4.0,1535709834
596,102445,3.0,1535827137
596,102903,4.0,1535627488
596,103042,3.0,1535709903
596,103772,2.5,1535709922
596,106072,3.0,1535709902
596,106696,3.5,1535827238
596,107406,4.5,1535826040
596,108932,3.5,1535709681
596,109487,3.5,1535709470
596,110102,5.0,1535709675
596,110553,2.5,1535711538
596,111362,3.0,1535709898
596,111759,4.0,1535708521
596,111781,3.5,1535827475
596,111800,3.0,1535832771
596,111913,4.5,1535832625
596,111921,3.5,1535827343
596,112852,3.5,1535708424
596,113280,4.0,1535833142
596,114028,4.0,1535828628
596,115149,4.0,1535709556
596,115617,4.0,1535708586
596,116823,3.5,1535627499
596,119145,3.0,1535627438
596,120919,3.0,1535832841
596,122882,5.0,1535708481
596,122886,4.5,1535708493
596,122892,3.0,1535709830
596,122898,3.5,1535711652
596,122900,3.5,1535709687
596,122902,3.0,1535711574
596,122904,4.0,1535709074
596,122906,5.0,1535708624
596,122912,4.0,1535627215
596,122916,5.0,1535627433
596,122918,4.0,1535627355
596,122920,3.5,1535709553
596,122922,3.5,1535709443
596,122924,2.5,1535711539
596,122926,4.0,1535709021
596,125974,4.0,1535827489
596,128908,4.0,1535829345
596,129397,3.5,1535712538
596,132454,3.5,1535833188
596,133645,4.0,1535828766
596,134130,4.0,1535709440
596,134853,4.5,1535709490
596,135143,3.5,1535627421
596,135536,3.0,1535711661
596,135569,4.5,1535709626
596,136864,3.0,1535709925
596,138036,4.5,1535709739
596,139644,3.5,1535826710
596,141131,2.5,1535712067
596,141749,3.5,1535828623
596,142488,4.0,1535709525
596,143355,4.5,1535709024
596,149406,4.0,1535827378
596,150548,3.5,1535709519
596,151557,2.5,1535829586
596,152081,4.0,1535709488
596,160438,3.5,1535709735
596,162350,4.0,1535709670
596,162600,3.5,1535827429
596,163639,4.0,1535712607
596,165639,3.5,1535721423
596,166528,5.0,1535627386
596,167746,5.0,1535711673
596,168026,4.0,1535712421
596,168252,5.0,1535627159
596,168366,3.0,1535709223
596,169984,3.5,1535709730
596,171917,4.5,1535832868
596,176051,3.5,1535712663
596,176101,2.5,1535709612
596,177763,3.5,1535827432
596,178615,3.5,1535832645
596,179401,4.0,1535709079
596,179819,3.5,1535708663
596,181719,3.5,1535832847
596,182793,3.5,1535832710
596,183635,3.5,1535709593
596,184997,4.0,1535828629
596,188301,4.0,1535709468
